,predicted indicator,feature indicator,feature importance
14540,ihme-acne-vulgaris,wdi2-NY.GDP.MKTP.CN,6.451745965252442e-08
14541,ihme-acne-vulgaris,wdi2-NE.EXP.GNFS.CN,0.0
14542,ihme-acne-vulgaris,ihme-acute-glomerulonephritis,3.206931942223434e-09
14543,ihme-acne-vulgaris,ihme-acute-hepatitis,0.0
14544,ihme-acne-vulgaris,ihme-adverse-effects-of-medical-treatment,5.397226405245981e-07
14545,ihme-acne-vulgaris,ihme-african-trypanosomiasis,0.0
14546,ihme-acne-vulgaris,ihme-age-related-and-other-hearing-loss,2.886292982395844e-09
14547,ihme-acne-vulgaris,ihme-alcohol-use-disorders,1.290140505538773e-07
14548,ihme-acne-vulgaris,ihme-alopecia-areata,5.309555128896193e-07
14549,ihme-acne-vulgaris,ihme-alzheimer's-disease-and-other-dementias,1.4178897000949321e-08
14550,ihme-acute-glomerulonephritis,wdi2-NY.GDP.MKTP.CN,4.196389936927947e-11
14551,ihme-acute-glomerulonephritis,wdi2-NE.EXP.GNFS.CN,0.0
14552,ihme-acute-glomerulonephritis,ihme-acne-vulgaris,4.2699410673918687e-10
14553,ihme-acute-glomerulonephritis,ihme-acute-hepatitis,0.0
14554,ihme-acute-glomerulonephritis,ihme-adverse-effects-of-medical-treatment,0.0
14555,ihme-acute-glomerulonephritis,ihme-african-trypanosomiasis,0.0
14556,ihme-acute-glomerulonephritis,ihme-age-related-and-other-hearing-loss,1.5424270949013221e-09
14557,ihme-acute-glomerulonephritis,ihme-alcohol-use-disorders,2.5787779984326464e-10
14558,ihme-acute-glomerulonephritis,ihme-alopecia-areata,1.5955066816342176e-09
14559,ihme-acute-glomerulonephritis,ihme-alzheimer's-disease-and-other-dementias,1.483478101645119e-09
14560,ihme-acute-hepatitis,wdi2-NY.GDP.MKTP.CN,5.64562200322527e-08
14561,ihme-acute-hepatitis,wdi2-NE.EXP.GNFS.CN,0.0
14562,ihme-acute-hepatitis,ihme-acne-vulgaris,0.0
14563,ihme-acute-hepatitis,ihme-acute-glomerulonephritis,4.24137396315416e-08
14564,ihme-acute-hepatitis,ihme-adverse-effects-of-medical-treatment,4.65511499347926e-08
14565,ihme-acute-hepatitis,ihme-african-trypanosomiasis,0.0
14566,ihme-acute-hepatitis,ihme-age-related-and-other-hearing-loss,4.0617679997190244e-08
14567,ihme-acute-hepatitis,ihme-alcohol-use-disorders,1.7987269409491802e-06
14568,ihme-acute-hepatitis,ihme-alopecia-areata,0.0
14569,ihme-acute-hepatitis,ihme-alzheimer's-disease-and-other-dementias,0.0
14570,ihme-adverse-effects-of-medical-treatment,wdi2-NY.GDP.MKTP.CN,1.3706762058696145e-07
14571,ihme-adverse-effects-of-medical-treatment,wdi2-NE.EXP.GNFS.CN,0.0
14572,ihme-adverse-effects-of-medical-treatment,ihme-acne-vulgaris,6.620517094546585e-07
14573,ihme-adverse-effects-of-medical-treatment,ihme-acute-glomerulonephritis,3.7279920039878796e-08
14574,ihme-adverse-effects-of-medical-treatment,ihme-acute-hepatitis,4.926204955069125e-08
14575,ihme-adverse-effects-of-medical-treatment,ihme-african-trypanosomiasis,0.0
14576,ihme-adverse-effects-of-medical-treatment,ihme-age-related-and-other-hearing-loss,1.361492997453695e-06
