,feature indicator,feature importance,predicted indicator
2800,wdi2-NV.AGR.EMPL.KD,0.0530067150292166,ihme-acne-vulgaris
2801,ndgain-id_soci_04-raw,0.1876308421374654,ihme-acne-vulgaris
2802,ndgain-id_heal_06-score,0.1497712906634359,ihme-acne-vulgaris
2803,wdi-EG.ELC.FOSL.ZS,0.0265505692198172,ihme-acne-vulgaris
2804,wdi-IQ.CPA.REVN.XQ,0.0362468216228594,ihme-acne-vulgaris
2805,wdi2-SP.M18.2024.FE.ZS,0.2602158121510209,ihme-acne-vulgaris
2806,ohi-cs-score,0.0610495260326112,ihme-acne-vulgaris
2807,wdi2-SP.POP.0014.TO,0.090750322694636,ihme-acne-vulgaris
2808,ihme-hodgkin-lymphoma,0.078927177508043,ihme-acne-vulgaris
2809,wdi-EN.ATM.GHGO.KT.CE,0.055850922940894,ihme-acne-vulgaris
2810,wdi2-SL.FAM.WORK.FE.ZS,0.1229016277218919,ihme-acute-glomerulonephritis
2811,epi-SPI,0.305715461159068,ihme-acute-glomerulonephritis
2812,wdi2-SH.TBS.DTEC.ZS,0.0849723331082955,ihme-acute-glomerulonephritis
2813,wdi2-NY.GDP.FCST.KN,0.0580673303594061,ihme-acute-glomerulonephritis
2814,wdi2-SP.DYN.CONU.ZS,0.0504564463576965,ihme-acute-glomerulonephritis
2815,wdi-DT.NFL.PROP.CD,0.0475504811930638,ihme-acute-glomerulonephritis
2816,wdi-EG.ELC.RNWX.ZS,0.0777843851031441,ihme-acute-glomerulonephritis
2817,wdi-IC.IMP.TMBC,0.0817676606288271,ihme-acute-glomerulonephritis
2818,wdi-DT.NFL.RDBN.CD,0.0228410158819723,ihme-acute-glomerulonephritis
2819,wdi-BM.GSR.CMCP.ZS,0.1479432584866344,ihme-acute-glomerulonephritis
2820,wdi2-SH.STA.FGMS.ZS,0.0392921028596678,ihme-acute-hepatitis
2821,wdi-IC.REG.COST.PC.FE.ZS,0.0710787515748321,ihme-acute-hepatitis
2822,ihme-alcohol-use-disorders,0.104905194291308,ihme-acute-hepatitis
2823,epi-LCB,0.0567811995963771,ihme-acute-hepatitis
2824,wdi2-SH.STA.POIS.P5.FE,0.3077988980245557,ihme-acute-hepatitis
2825,wdi-IC.EXP.CSDC.CD,0.0504558472218931,ihme-acute-hepatitis
2826,wdi2-SL.SRV.EMPL.MA.ZS,0.0811266396066624,ihme-acute-hepatitis
2827,wdi2-SL.UEM.NEET.MA.ZS,0.1446528426332307,ihme-acute-hepatitis
2828,wdi-EG.GDP.PUSE.KO.PP,0.0515954973849881,ihme-acute-hepatitis
2829,ndgain-id_heal_03-raw,0.0923130268064846,ihme-acute-hepatitis
2830,irena-sb-gen-on,0.0311017378014956,ihme-adverse-effects-of-medical-treatment
2831,ihme-pruritus,0.062144333528015,ihme-adverse-effects-of-medical-treatment
2832,ihme-conduct-disorder,0.0395919581664451,ihme-adverse-effects-of-medical-treatment
2833,paris-146,0.0553027371287561,ihme-adverse-effects-of-medical-treatment
2834,hdr-123606,0.0374083825577938,ihme-adverse-effects-of-medical-treatment
2835,wdi-ER.PTD.TOTL.ZS,0.6033367455314165,ihme-adverse-effects-of-medical-treatment
2836,wdi-IC.TAX.OTHR.CP.ZS,0.0352245453410712,ihme-adverse-effects-of-medical-treatment
2837,epi-BHV,0.0851328801683639,ihme-adverse-effects-of-medical-treatment
2838,ohi-hab-resilience,0.0156861093950445,ihme-adverse-effects-of-medical-treatment
2839,ihme-alzheimer's-disease-and-other-dementias,0.0350705703815979,ihme-adverse-effects-of-medical-treatment
2840,wdi-IQ.CPA.BREG.XQ,0.0,ihme-african-trypanosomiasis
2841,wdi-GC.TAX.GSRV.VA.ZS,0.0,ihme-african-trypanosomiasis
2842,ohi-tr-future,0.0,ihme-african-trypanosomiasis
2843,paris-147,0.0,ihme-african-trypanosomiasis
2844,ihme-cirrhosis-and-other-chronic-liver-diseases,0.0,ihme-african-trypanosomiasis
2845,wdi2-TM.TAX.MRCH.WM.AR.ZS,0.0,ihme-african-trypanosomiasis
2846,wdi2-SI.DST.FRST.20,0.0,ihme-african-trypanosomiasis
2847,wdi2-SL.UEM.BASC.ZS,0.0,ihme-african-trypanosomiasis
2848,ihme-cystic-echinococcosis,0.0,ihme-african-trypanosomiasis
2849,wdi2-per_sa_allsa.cov_q3_tot,0.0,ihme-african-trypanosomiasis
2850,wdi2-NY.ADJ.NNTY.KD,0.0473207031738595,ihme-age-related-and-other-hearing-loss
2851,paris-162,0.0075254650722314,ihme-age-related-and-other-hearing-loss
2852,ihme-hodgkin-lymphoma,0.0595507266423082,ihme-age-related-and-other-hearing-loss
2853,wdi2-SH.HIV.0014,0.0488418022203892,ihme-age-related-and-other-hearing-loss
2854,ihme-prostate-cancer,0.1300680856439591,ihme-age-related-and-other-hearing-loss
2855,wdi2-SI.POV.LMIC,0.115228870195794,ihme-age-related-and-other-hearing-loss
2856,wdi-DC.DAC.KORL.CD,0.0170598882929933,ihme-age-related-and-other-hearing-loss
2857,wdi2-SL.EMP.VULN.FE.ZS,0.3541268318573066,ihme-age-related-and-other-hearing-loss
2858,wdi-FS.AST.PRVT.GD.ZS,0.0281422467634412,ihme-age-related-and-other-hearing-loss
2859,ihme-kidney-cancer,0.1921353801377171,ihme-age-related-and-other-hearing-loss
2860,wdi2-SP.DYN.LE00.IN,0.0995235453061264,ihme-alcohol-use-disorders
2861,wdi2-SH.IMM.IDPT,0.0188261883275279,ihme-alcohol-use-disorders
2862,key-wdi-ER.PTD.TOTL.ZS,0.0432361800180839,ihme-alcohol-use-disorders
2863,wdi-IT.MLT.MAIN.P2,0.1018363861246488,ihme-alcohol-use-disorders
2864,ihme-meningitis,0.1859752811448816,ihme-alcohol-use-disorders
2865,wdi2-SH.HIV.PMTC.ZS,0.0769923387420287,ihme-alcohol-use-disorders
2866,ndgain-nd-readiness-governance,0.168856401979307,ihme-alcohol-use-disorders
2867,ldc-STU-Value,0.0911775029504447,ihme-alcohol-use-disorders
2868,ihme-otitis-media,0.0546018825330472,ihme-alcohol-use-disorders
2869,key-ndgain-nd-vulnerability,0.1589742928739033,ihme-alcohol-use-disorders
2870,wdi2-NE.RSB.GNFS.ZS,0.0460223557581014,ihme-alopecia-areata
2871,epi-HLT,0.2599373855273897,ihme-alopecia-areata
2872,wdi2-SH.PRV.SMOK,0.0235385295272037,ihme-alopecia-areata
2873,wdi2-SH.STA.POIS.P5.FE,0.0535535494865625,ihme-alopecia-areata
2874,wdi2-MS.MIL.XPND.GD.ZS,0.0603537155347281,ihme-alopecia-areata
2875,hdr-179406,0.0354115553168231,ihme-alopecia-areata
