,feature indicator,feature importance,predicted indicator
240,wdi-BX.GSR.CCIS.CD,0.054231575758297,key-wdi2-SP.POP.TOTL
241,paris-64,0.0145455793769754,key-wdi2-SP.POP.TOTL
242,wdi-DT.DOD.DSTC.CD,0.1673211336144175,key-wdi2-SP.POP.TOTL
243,wdi-DT.DOD.MWBG.CD,0.1762979104130512,key-wdi2-SP.POP.TOTL
244,key-wdi2-NY.GDP.DEFL.KD.ZG,0.0064014966151399,key-wdi2-SP.POP.TOTL
245,ldc-REM-Index,0.030605213130401,key-wdi2-SP.POP.TOTL
246,wdi2-SP.POP.0014.MA.ZS,0.0412156418283801,key-wdi2-SP.POP.TOTL
247,paris-151,0.1087093140486056,key-wdi2-SP.POP.TOTL
248,ihme-larynx-cancer,0.1370764883007004,key-wdi2-SP.POP.TOTL
249,wdi2-SH.DTH.0509,0.2635956469140315,key-wdi2-SP.POP.TOTL
530,wdi2-NY.GDP.PCAP.PP.CD,0.0116012525444891,key-wdi2-NY.GDP.MKTP.CD
531,wdi-IC.PRP.DURS,0.0042592152965897,key-wdi2-NY.GDP.MKTP.CD
532,egov-egi,0.0037652335283046,key-wdi2-NY.GDP.MKTP.CD
533,ihme-nasopharynx-cancer,0.2369406222201497,key-wdi2-NY.GDP.MKTP.CD
534,wdi2-NE.EXP.GNFS.KD,0.4146873355971935,key-wdi2-NY.GDP.MKTP.CD
535,wdi2-SP.POP.1564.TO.ZS,0.0087633635803955,key-wdi2-NY.GDP.MKTP.CD
536,paris-80,0.0098857270601752,key-wdi2-NY.GDP.MKTP.CD
537,wdi2-TM.TAX.MRCH.WM.FN.ZS,0.0033427402409476,key-wdi2-NY.GDP.MKTP.CD
538,ndgain-id_soci_02-raw,0.0088836508629326,key-wdi2-NY.GDP.MKTP.CD
539,wdi-BX.GSR.NFSV.CD,0.2978708590688221,key-wdi2-NY.GDP.MKTP.CD
540,key-wdi-IT.NET.USER.ZS,0.466020758864987,key-wdi2-NY.GDP.PCAP.CD
541,epi-TCL,0.0300186267867357,key-wdi2-NY.GDP.PCAP.CD
542,"ihme-inguinal,-femoral,-and-abdominal-hernia",0.0824766904012337,key-wdi2-NY.GDP.PCAP.CD
543,wdi2-NY.GDP.FCST.KD,0.0519726098204622,key-wdi2-NY.GDP.PCAP.CD
544,wdi2-SH.DYN.NCOM.FE.ZS,0.0435557934067623,key-wdi2-NY.GDP.PCAP.CD
545,hdr-185106,0.072102399228254,key-wdi2-NY.GDP.PCAP.CD
546,wdi-HD.HCI.OVRL.MA,0.0567521350272094,key-wdi2-NY.GDP.PCAP.CD
547,itu-mfbi,0.0339408996396431,key-wdi2-NY.GDP.PCAP.CD
548,wdi2-NE.IMP.GNFS.ZS,0.0722951492836225,key-wdi2-NY.GDP.PCAP.CD
549,wdi-LP.LPI.TIME.XQ,0.0908649375410898,key-wdi2-NY.GDP.PCAP.CD
570,wdi2-SE.PRM.ENRR.FE,0.1197145180908485,key-wdi2-NY.GDP.DEFL.KD.ZG
571,wdi-IQ.CPA.PROT.XQ,0.0798893662403869,key-wdi2-NY.GDP.DEFL.KD.ZG
572,wdi2-SE.PRM.PRS5.MA.ZS,0.0964860829447459,key-wdi2-NY.GDP.DEFL.KD.ZG
573,ndgain-id_gove_04-raw,0.1260496391052137,key-wdi2-NY.GDP.DEFL.KD.ZG
574,wdi2-SH.DTH.IMRT,0.0852052288208603,key-wdi2-NY.GDP.DEFL.KD.ZG
575,wdi2-SL.EMP.TOTL.SP.FE.NE.ZS,0.0753874618463681,key-wdi2-NY.GDP.DEFL.KD.ZG
576,igrac-twap_sids_hydrogeological_disttogwlevel,0.0834094898394009,key-wdi2-NY.GDP.DEFL.KD.ZG
577,wdi-BN.CAB.XOKA.CD,0.0853595394655836,key-wdi2-NY.GDP.DEFL.KD.ZG
578,hdr-120606,0.0633533098229949,key-wdi2-NY.GDP.DEFL.KD.ZG
579,wdi2-NY.GDP.DEFL.ZS,0.1851453638235968,key-wdi2-NY.GDP.DEFL.KD.ZG
580,ihme-inflammatory-bowel-disease,0.0928507807815276,key-wdi2-NY.GDP.MKTP.KD.ZG
581,wdi2-NV.IND.TOTL.KD.ZG,0.3295582995169671,key-wdi2-NY.GDP.MKTP.KD.ZG
582,wdi-AG.SRF.TOTL.K2,0.0725761871290774,key-wdi2-NY.GDP.MKTP.KD.ZG
583,igrac-twap_sids_socioeconomic_totalpopulationcountry2010,0.0593155113063294,key-wdi2-NY.GDP.MKTP.KD.ZG
584,hdr-194506,0.0493391871707423,key-wdi2-NY.GDP.MKTP.KD.ZG
585,unicef-m6,0.1075359634704296,key-wdi2-NY.GDP.MKTP.KD.ZG
