,feature indicator,feature importance,predicted indicator
110,wdi-FS.AST.PRVT.GD.ZS,0.0298936178589623,wdi2-SP.POP.GROW
111,key-mvi-ldc-LECZ-Index,0.0749475967469976,wdi2-SP.POP.GROW
112,igrac-twap_sids_hydrogeological_gwdepletion,0.0292282506233236,wdi2-SP.POP.GROW
113,wdi2-TM.VAL.MRCH.AL.ZS,0.1630865783339462,wdi2-SP.POP.GROW
114,ssi-wbs,0.081647316082634,wdi2-SP.POP.GROW
115,wdi2-SH.XPD.EHEX.PC.CD,0.0513347679989069,wdi2-SP.POP.GROW
116,hdr-179406,0.0476320826245952,wdi2-SP.POP.GROW
117,ndgain-id_food_02-score,0.3936509770272483,wdi2-SP.POP.GROW
118,ihme-alzheimer's-disease-and-other-dementias,0.0490752595358449,wdi2-SP.POP.GROW
119,wdi-EG.USE.ELEC.KH.PC,0.0795035531675407,wdi2-SP.POP.GROW
120,paris-83,0.0003308431109677,wdi2-SP.POP.TOTL
121,wdi-EN.ATM.METH.EG.KT.CE,0.0022326523344786,wdi2-SP.POP.TOTL
122,wdi-DT.ODA.ALLD.CD,0.0038327551761856,wdi2-SP.POP.TOTL
123,unicef-d3,0.2691601463561996,wdi2-SP.POP.TOTL
124,wdi-BN.KLT.DINV.CD,0.0017972261257397,wdi2-SP.POP.TOTL
125,ihme-autism-spectrum-disorders,0.0098816207412421,wdi2-SP.POP.TOTL
126,wdi2-SP.POP.TOTL.FE.IN,0.7023277947117277,wdi2-SP.POP.TOTL
127,wdi-BX.KLT.DINV.WD.GD.ZS,0.0014565492439571,wdi2-SP.POP.TOTL
128,wdi2-NY.ADJ.DMIN.CD,0.0011341303648619,wdi2-SP.POP.TOTL
129,wdi2-SE.SEC.AGES,0.0078462818346394,wdi2-SP.POP.TOTL
130,ihme-cardiomyopathy-and-myocarditis,0.1737903848288965,wdi2-SE.PRM.DURS
131,ihme-eating-disorders,0.1061679320554186,wdi2-SE.PRM.DURS
132,wdi2-SE.ADT.LITR.FE.ZS,0.063371051548144,wdi2-SE.PRM.DURS
133,ihme-intestinal-nematode-infections,0.0564970757391832,wdi2-SE.PRM.DURS
134,wdi2-TM.TAX.MANF.WM.FN.ZS,0.1202190616403967,wdi2-SE.PRM.DURS
135,ohi-spp-future,0.1111130312788692,wdi2-SE.PRM.DURS
136,wdi-GC.XPN.TOTL.CN,0.0279864668581385,wdi2-SE.PRM.DURS
137,wdi2-SE.SEC.AGES,0.1658529934119907,wdi2-SE.PRM.DURS
138,wdi2-SE.PRM.PRS5.ZS,0.0391299078420595,wdi2-SE.PRM.DURS
139,ihme-alzheimer's-disease-and-other-dementias,0.1358720947969028,wdi2-SE.PRM.DURS
140,key-mvi-wdi2-ST.INT.RCPT.XP.ZS,0.0914316552535427,wdi2-SP.RUR.TOTL
141,egov-hci,0.1222078041295193,wdi2-SP.RUR.TOTL
142,hdr-174306,0.0618704038193751,wdi2-SP.RUR.TOTL
143,wdi2-SE.PRE.TCAQ.MA.ZS,0.0338883643753046,wdi2-SP.RUR.TOTL
144,paris-123,0.0465917253515727,wdi2-SP.RUR.TOTL
145,wdi2-NY.GDP.MKTP.CN.AD,0.0970341396489375,wdi2-SP.RUR.TOTL
146,wdi2-TX.VAL.TECH.CD,0.0481030638773706,wdi2-SP.RUR.TOTL
147,wdi2-NY.GDP.PCAP.KD,0.1013075637572653,wdi2-SP.RUR.TOTL
148,wdi-DT.NFL.RDBC.CD,0.3081753590366065,wdi2-SP.RUR.TOTL
149,hdr-182206,0.0893899207505054,wdi2-SP.RUR.TOTL
150,wdi2-SG.DMK.SRCR.FN.ZS,0.0744726813400853,wdi2-SP.RUR.TOTL.ZS
151,wdi2-SP.POP.1564.MA.IN,0.0844985723321317,wdi2-SP.RUR.TOTL.ZS
152,paris-62,0.1972903502604004,wdi2-SP.RUR.TOTL.ZS
153,wdi-BN.GSR.FCTY.CD,0.0793942955828421,wdi2-SP.RUR.TOTL.ZS
154,wdi2-MS.MIL.TOTL.TF.ZS,0.0672715591160502,wdi2-SP.RUR.TOTL.ZS
155,wdi-FB.ATM.TOTL.P5,0.1934537213089521,wdi2-SP.RUR.TOTL.ZS
156,wdi2-TX.VAL.MRCH.WL.CD,0.0776428101770562,wdi2-SP.RUR.TOTL.ZS
157,paris-81,0.0644343745485912,wdi2-SP.RUR.TOTL.ZS
158,wdi2-SE.XPD.CTER.ZS,0.0560319407852504,wdi2-SP.RUR.TOTL.ZS
159,wdi2-SP.POP.6569.FE.5Y,0.1055096945486399,wdi2-SP.RUR.TOTL.ZS
160,wdi2-SI.POV.MDIM,0.0496761534480244,wdi2-SE.SEC.DURS
161,wdi-ER.FSH.CAPT.MT,0.0685436376528315,wdi2-SE.SEC.DURS
162,wdi2-SP.POP.0014.FE.ZS,0.1853530383944315,wdi2-SE.SEC.DURS
163,wdi2-SL.EMP.TOTL.SP.MA.ZS,0.0606817393313531,wdi2-SE.SEC.DURS
164,hdr-110906,0.0802356413201223,wdi2-SE.SEC.DURS
165,hdr-123606,0.1254839710647947,wdi2-SE.SEC.DURS
166,wdi2-SP.POP.1519.FE.5Y,0.0629976800689857,wdi2-SE.SEC.DURS
167,wdi2-SE.ENR.PRSC.FM.ZS,0.1953760755051444,wdi2-SE.SEC.DURS
168,unicef-e22,0.048776253926252,wdi2-SE.SEC.DURS
169,wdi-EG.USE.CRNW.ZS,0.12287580928806,wdi2-SE.SEC.DURS
