,feature indicator,feature importance,predicted indicator
6920,wdi-BN.TRF.CURR.CD,0.3081758838550554,hdr-195706
6921,wdi2-NY.ADJ.AEDU.CD,0.1244072085906973,hdr-195706
6922,ihme-whooping-cough,0.065090789614883,hdr-195706
6923,ndgain-id_heal_05-score,0.0142875615859483,hdr-195706
6924,ihme-drowning,0.0372441015346296,hdr-195706
6925,ldc-AIN-Value,0.0378702076271912,hdr-195706
6926,wdi-FS.AST.PRVT.GD.ZS,0.0913798496335455,hdr-195706
6927,ihme-urinary-diseases-and-male-infertility,0.0443472162428921,hdr-195706
6928,hdr-71606,0.2439122235069616,hdr-195706
6929,wdi-EN.ATM.CO2E.LF.ZS,0.0332849578081957,hdr-195706
6930,itu-fbs256,0.0231588094677302,hdr-103606
6931,wdi2-SL.SRV.EMPL.MA.ZS,0.254009236381009,hdr-103606
6932,ihme-bipolar-disorder,0.1481289274288419,hdr-103606
6933,wdi2-SL.EMP.TOTL.SP.MA.ZS,0.0431483587533336,hdr-103606
6934,wdi-FM.AST.PRVT.GD.ZS,0.0309011981324258,hdr-103606
6935,ihme-bladder-cancer,0.0462084850270142,hdr-103606
6936,wdi-IP.IDS.NRCT,0.0338813879332999,hdr-103606
6937,wdi-EN.CO2.TRAN.ZS,0.3464969476806446,hdr-103606
6938,wdi-IS.SHP.GCNW.XQ,0.053268691148633,hdr-103606
6939,ihme-yellow-fever,0.0207979580470675,hdr-103606
6940,epi-HLT,0.0385169302145024,hdr-64406
6941,hdr-121206,0.0397775293265041,hdr-64406
6942,wdi2-SH.IMM.MEAS,0.4601078288433863,hdr-64406
6943,ihme-alcohol-use-disorders,0.0222181770378096,hdr-64406
6944,ndgain-id_ecos_04-score,0.0464782292303155,hdr-64406
6945,wdi-EN.ATM.METH.EG.KT.CE,0.223019316083836,hdr-64406
6946,unicef-cm19,0.0223552646274018,hdr-64406
6947,wdi2-SP.POP.4549.FE.5Y,0.0393466179361874,hdr-64406
6948,wdi2-SE.PRM.REPT.ZS,0.063026270512845,hdr-64406
6949,hdr-57906,0.0451538361872114,hdr-64406
6950,paris-159,0.0318526697825802,hdr-64306
6951,wdi-EG.CFT.ACCS.ZS,0.2538922885807954,hdr-64306
6952,wdi2-TX.QTY.MRCH.XD.WD,0.043295264171547,hdr-64306
6953,wdi2-SH.DYN.MORT.FE,0.0574592288110897,hdr-64306
6954,wdi-IC.BUS.NDNS.ZS,0.0439884317301682,hdr-64306
6955,wdi2-SP.POP.0014.FE.IN,0.1421986880621247,hdr-64306
6956,wdi2-VC.IDP.NWCV,0.060089777712361,hdr-64306
6957,wdi2-SE.ENR.SECO.FM.ZS,0.1251396523581852,hdr-64306
6958,wdi2-SL.EMP.WORK.FE.ZS,0.1952956403668405,hdr-64306
6959,wdi2-SH.XPD.CHEX.PC.CD,0.0467883584243077,hdr-64306
6960,wdi2-TX.VAL.MRCH.R2.ZS,0.0588394040992974,hdr-44206
6961,wdi-DC.DAC.TOTL.CD,0.329265790550819,hdr-44206
6962,wdi2-TM.TAX.MRCH.WM.AR.ZS,0.0468488191339256,hdr-44206
6963,wdi-IQ.CPA.PUBS.XQ,0.0508195648357712,hdr-44206
6964,wdi2-per_sa_allsa.adq_pop_tot,0.0354468643327311,hdr-44206
6965,wdi-EG.GDP.PUSE.KO.PP,0.0760362632958335,hdr-44206
6966,wdi2-TM.VAL.MRCH.WR.ZS,0.0317934661240052,hdr-44206
6967,wdi2-ST.INT.TVLX.CD,0.1909199560899143,hdr-44206
6968,wdi2-SL.IND.EMPL.MA.ZS,0.0406569792736028,hdr-44206
6969,wdi-DC.DAC.DEUL.CD,0.1393728922640994,hdr-44206
6970,wdi2-NE.CON.TOTL.KD,0.0216960256633712,hdr-45106
6971,wdi2-SH.DYN.NCOM.MA.ZS,0.0052999577508794,hdr-45106
6972,wdi2-SP.POP.1519.FE.5Y,0.0010447597860741,hdr-45106
6973,wdi2-SH.TBS.DTEC.ZS,0.0013939867119309,hdr-45106
6974,wdi2-SP.POP.2024.FE.5Y,0.0008209679782204,hdr-45106
6975,ldc-XIN-Value,0.0020730068322063,hdr-45106
6976,ndgain-id_habi_03-score,0.955958351108018,hdr-45106
6977,paris-44,0.0088639255352649,hdr-45106
6978,wdi2-SE.SEC.TCAQ.UP.MA.ZS,0.0025026491828638,hdr-45106
6979,wdi-IC.FRM.FREG.ZS,0.0003463694511703,hdr-45106
7170,wdi2-NY.ADJ.SVNX.CD,0.0805336967967658,hdr-31706
7171,wdi-IP.JRN.ARTC.SC,0.0642361402108138,hdr-31706
7172,hdr-103706,0.0585379421123263,hdr-31706
7173,wdi2-TX.VAL.MRCH.R3.ZS,0.100158065360547,hdr-31706
7174,ihme-multiple-myeloma,0.0755675572422997,hdr-31706
7175,wdi2-SP.DYN.TO65.MA.ZS,0.0668621872367103,hdr-31706
7176,ihme-ovarian-cancer,0.1569403019542025,hdr-31706
7177,wdi2-SP.POP.1014.FE.5Y,0.2596752732115469,hdr-31706
7178,wdi2-SL.EMP.SELF.MA.ZS,0.1044992278604141,hdr-31706
7179,wdi-EN.ATM.CO2E.PP.GD.KD,0.0329896080143734,hdr-31706
7220,irena-rmw-cap-on,0.2883877562619051,hdr-194906
7221,paris-102,0.0783148722028698,hdr-194906
7222,key-mvi-ldc-EVI,0.0098554685207831,hdr-194906
7223,epi-GHP,0.1988155520588664,hdr-194906
7224,wdi2-SE.PRM.ENRL.TC.ZS,0.045190926207775,hdr-194906
7225,wdi2-SE.SEC.NENR,0.0158552473653718,hdr-194906
7226,key-mvi-ldc-REM-Index,0.0443137985071925,hdr-194906
7227,wdi2-NY.ADJ.DKAP.CD,0.2441197849832117,hdr-194906
7228,hdr-103206,0.0615307429720436,hdr-194906
7229,wdi2-PA.NUS.PRVT.PP,0.0136158509199807,hdr-194906
7230,hdr-185206,0.0197798571796631,hdr-194506
7231,wdi-BX.GSR.TOTL.CD,0.5002605162475274,hdr-194506
7232,wdi2-NY.GDP.MKTP.KD,0.4218709956237554,hdr-194506
7233,unicef-ncwh10,0.001235801817368,hdr-194506
7234,key-wdi2-SL.TLF.ACTI.ZS,0.0031269182654279,hdr-194506
7235,wdi2-NE.CON.GOVT.ZS,0.0021390094293778,hdr-194506
